location,timestamp,pm10_ug_m3,pm2_5_ug_m3,carbon_monoxide_ug_m3
City Center,2025-07-10T00:00,8.9,5.8,236.0
City Center,2025-07-10T01:00,10.9,6.0,195.0
City Center,2025-07-10T02:00,10.9,5.8,167.0
City Center,2025-07-10T03:00,11.1,5.7,157.0
City Center,2025-07-10T04:00,10.1,5.2,160.0
City Center,2025-07-10T05:00,4.4,2.9,176.0
City Center,2025-07-10T06:00,4.0,2.8,220.0
City Center,2025-07-10T07:00,6.4,4.1,277.0
City Center,2025-07-10T08:00,7.6,4.4,309.0
City Center,2025-07-10T09:00,6.8,4.2,289.0
City Center,2025-07-10T10:00,8.5,4.7,242.0
City Center,2025-07-10T11:00,10.6,5.2,207.0
City Center,2025-07-10T12:00,14.8,6.3,195.0
City Center,2025-07-10T13:00,30.7,10.0,194.0
City Center,2025-07-10T14:00,17.5,6.7,208.0
City Center,2025-07-10T15:00,20.4,7.4,244.0
City Center,2025-07-10T16:00,15.7,8.2,294.0
City Center,2025-07-10T17:00,21.7,10.6,343.0
City Center,2025-07-10T18:00,17.8,11.1,392.0
City Center,2025-07-10T19:00,17.2,12.3,439.0
City Center,2025-07-10T20:00,16.1,11.8,459.0
City Center,2025-07-10T21:00,14.1,10.3,436.0
City Center,2025-07-10T22:00,13.9,10.2,385.0
City Center,2025-07-10T23:00,13.7,10.0,330.0
City Center,2025-07-11T00:00,13.1,9.3,270.0
City Center,2025-07-11T01:00,12.5,8.5,205.0
City Center,2025-07-11T02:00,11.6,7.7,162.0
City Center,2025-07-11T03:00,10.1,6.7,153.0
City Center,2025-07-11T04:00,8.5,5.8,166.0
City Center,2025-07-11T05:00,7.1,5.1,192.0
City Center,2025-07-11T06:00,6.3,4.7,243.0
City Center,2025-07-11T07:00,6.7,5.2,307.0
City Center,2025-07-11T08:00,8.0,5.8,342.0
City Center,2025-07-11T09:00,11.1,5.9,317.0
City Center,2025-07-11T10:00,14.8,6.8,263.0
City Center,2025-07-11T11:00,15.6,7.3,224.0
City Center,2025-07-11T12:00,15.2,6.9,209.0
City Center,2025-07-11T13:00,16.6,6.9,209.0
City Center,2025-07-11T14:00,18.2,7.2,242.0
City Center,2025-07-11T15:00,18.2,8.4,338.0
City Center,2025-07-11T16:00,17.8,8.9,467.0
City Center,2025-07-11T17:00,13.9,7.0,551.0
City Center,2025-07-11T18:00,12.0,7.8,553.0
City Center,2025-07-11T19:00,10.6,8.1,510.0
City Center,2025-07-11T20:00,10.1,8.4,459.0
City Center,2025-07-11T21:00,8.4,7.5,409.0
City Center,2025-07-11T22:00,7.4,7.0,351.0
City Center,2025-07-11T23:00,6.5,6.2,297.0
City Center,2025-07-12T00:00,5.3,4.8,247.0
City Center,2025-07-12T01:00,4.8,4.1,201.0
City Center,2025-07-12T02:00,4.6,3.7,170.0
City Center,2025-07-12T03:00,4.7,3.5,158.0
City Center,2025-07-12T04:00,4.7,3.4,160.0
City Center,2025-07-12T05:00,4.2,3.6,181.0
City Center,2025-07-12T06:00,5.0,4.1,237.0
City Center,2025-07-12T07:00,5.9,5.2,311.0
City Center,2025-07-12T08:00,6.9,6.4,352.0
City Center,2025-07-12T09:00,6.7,6.2,327.0
City Center,2025-07-12T10:00,6.6,6.3,268.0
City Center,2025-07-12T11:00,6.1,5.9,225.0
City Center,2025-07-12T12:00,5.9,5.6,215.0
City Center,2025-07-12T13:00,6.0,5.3,221.0
City Center,2025-07-12T14:00,7.0,5.6,238.0
City Center,2025-07-12T15:00,8.0,5.4,269.0
City Center,2025-07-12T16:00,9.9,5.6,311.0
City Center,2025-07-12T17:00,9.5,5.6,350.0
City Center,2025-07-12T18:00,9.8,7.1,387.0
City Center,2025-07-12T19:00,10.8,8.8,421.0
City Center,2025-07-12T20:00,10.9,9.5,440.0
City Center,2025-07-12T21:00,10.1,9.1,442.0
City Center,2025-07-12T22:00,9.7,8.8,429.0
City Center,2025-07-12T23:00,8.9,8.1,398.0
City Center,2025-07-13T00:00,7.4,6.5,336.0
City Center,2025-07-13T01:00,6.6,5.6,256.0
City Center,2025-07-13T02:00,6.8,5.4,197.0
City Center,2025-07-13T03:00,7.5,5.5,173.0
City Center,2025-07-13T04:00,7.7,5.5,170.0
City Center,2025-07-13T05:00,6.4,5.2,184.0
City Center,2025-07-13T06:00,6.4,4.7,228.0
City Center,2025-07-13T07:00,7.3,4.7,289.0
City Center,2025-07-13T08:00,7.1,4.8,323.0
City Center,2025-07-13T09:00,6.5,4.5,299.0
City Center,2025-07-13T10:00,7.1,4.6,247.0
City Center,2025-07-13T11:00,10.7,5.3,216.0
City Center,2025-07-13T12:00,12.3,5.4,224.0
City Center,2025-07-13T13:00,13.2,5.5,252.0
City Center,2025-07-13T14:00,16.2,6.6,294.0
City Center,2025-07-13T15:00,18.9,7.3,361.0
City Center,2025-07-13T16:00,17.2,7.6,442.0
City Center,2025-07-13T17:00,13.1,7.6,494.0
City Center,2025-07-13T18:00,10.9,7.9,498.0
City Center,2025-07-13T19:00,10.4,8.0,473.0
City Center,2025-07-13T20:00,9.7,7.9,439.0
City Center,2025-07-13T21:00,8.6,7.3,400.0
City Center,2025-07-13T22:00,7.7,6.7,352.0
City Center,2025-07-13T23:00,7.3,6.2,303.0
City Center,2025-07-14T00:00,7.0,5.5,251.0
City Center,2025-07-14T01:00,7.1,5.1,199.0
City Center,2025-07-14T02:00,7.7,5.1,163.0
City Center,2025-07-14T03:00,8.6,5.2,148.0
City Center,2025-07-14T04:00,9.6,5.5,149.0
City Center,2025-07-14T05:00,8.6,4.9,168.0
City Center,2025-07-14T06:00,7.5,4.6,220.0
City Center,2025-07-14T07:00,6.4,4.1,290.0
City Center,2025-07-14T08:00,6.4,5.0,330.0
City Center,2025-07-14T09:00,5.3,4.0,309.0
City Center,2025-07-14T10:00,6.2,4.0,257.0
City Center,2025-07-14T11:00,5.8,3.4,220.0
City Center,2025-07-14T12:00,8.7,3.8,214.0
City Center,2025-07-14T13:00,11.6,5.3,223.0
City Center,2025-07-14T14:00,7.2,4.2,240.0
City Center,2025-07-14T15:00,6.5,3.8,272.0
City Center,2025-07-14T16:00,6.7,4.1,313.0
City Center,2025-07-14T17:00,10.9,6.5,338.0
City Center,2025-07-14T18:00,12.5,7.9,334.0
City Center,2025-07-14T19:00,12.7,8.5,314.0
City Center,2025-07-14T20:00,9.3,6.8,296.0
City Center,2025-07-14T21:00,6.2,4.9,288.0
City Center,2025-07-14T22:00,5.0,4.1,281.0
City Center,2025-07-14T23:00,4.5,3.7,265.0
City Center,2025-07-15T00:00,4.3,3.2,231.0
City Center,2025-07-15T01:00,4.8,3.0,189.0
City Center,2025-07-15T02:00,8.2,3.7,158.0
City Center,2025-07-15T03:00,5.8,3.1,143.0
City Center,2025-07-15T04:00,6.1,3.2,139.0
City Center,2025-07-15T05:00,2.8,2.2,151.0
City Center,2025-07-15T06:00,2.5,2.3,195.0
City Center,2025-07-15T07:00,3.3,3.2,255.0
City Center,2025-07-15T08:00,3.7,3.6,289.0
City Center,2025-07-15T09:00,3.0,2.8,271.0
City Center,2025-07-15T10:00,2.5,2.3,227.0
City Center,2025-07-15T11:00,2.5,2.2,196.0
City Center,2025-07-15T12:00,2.4,2.2,192.0
City Center,2025-07-15T13:00,2.4,2.2,202.0
City Center,2025-07-15T14:00,2.6,2.4,218.0
City Center,2025-07-15T15:00,2.2,2.0,243.0
City Center,2025-07-15T16:00,2.5,2.3,276.0
City Center,2025-07-15T17:00,6.5,5.2,305.0
City Center,2025-07-15T18:00,6.5,5.7,331.0
City Center,2025-07-15T19:00,7.4,6.4,355.0
City Center,2025-07-15T20:00,6.5,5.8,366.0
City Center,2025-07-15T21:00,5.7,5.3,361.0
City Center,2025-07-15T22:00,5.5,5.2,344.0
City Center,2025-07-15T23:00,5.3,5.1,316.0
City Center,2025-07-16T00:00,4.7,4.2,268.0
City Center,2025-07-16T01:00,4.4,3.7,210.0
City Center,2025-07-16T02:00,4.8,3.5,169.0
City Center,2025-07-16T03:00,5.4,3.7,154.0
City Center,2025-07-16T04:00,5.9,3.9,157.0
City Center,2025-07-16T05:00,4.5,3.8,179.0
City Center,2025-07-16T06:00,4.1,3.7,238.0
City Center,2025-07-16T07:00,4.5,4.0,316.0
City Center,2025-07-16T08:00,5.3,4.6,358.0
City Center,2025-07-16T09:00,4.3,3.5,326.0
City Center,2025-07-16T10:00,4.7,3.3,258.0
City Center,2025-07-16T11:00,6.9,3.7,208.0
City Center,2025-07-16T12:00,9.4,4.1,189.0
City Center,2025-07-16T13:00,12.0,5.2,189.0
City Center,2025-07-16T14:00,14.4,6.0,219.0
City Center,2025-07-16T15:00,16.0,7.3,308.0
City Center,2025-07-16T16:00,16.8,8.5,428.0
City Center,2025-07-16T17:00,22.5,12.0,508.0
City Center,2025-07-16T18:00,20.1,13.0,514.0
City Center,2025-07-16T19:00,16.5,11.5,480.0
City Center,2025-07-16T20:00,12.8,9.9,442.0
City Center,2025-07-16T21:00,10.2,8.8,412.0
City Center,2025-07-16T22:00,8.8,7.9,378.0
City Center,2025-07-16T23:00,7.7,7.0,339.0
City Center,2025-07-17T00:00,6.2,5.5,286.0
City Center,2025-07-17T01:00,5.4,4.2,227.0
City Center,2025-07-17T02:00,4.7,3.5,185.0
City Center,2025-07-17T03:00,3.9,3.0,166.0
City Center,2025-07-17T04:00,3.6,2.9,165.0
City Center,2025-07-17T05:00,1.7,1.6,181.0
City Center,2025-07-17T06:00,2.0,1.9,232.0
City Center,2025-07-17T07:00,3.2,3.2,302.0
City Center,2025-07-17T08:00,3.6,3.5,342.0
City Center,2025-07-17T09:00,3.2,3.1,320.0
City Center,2025-07-17T10:00,2.4,2.4,268.0
City Center,2025-07-17T11:00,1.8,1.7,238.0
City Center,2025-07-17T12:00,2.3,2.2,251.0
City Center,2025-07-17T13:00,3.4,3.1,285.0
City Center,2025-07-17T14:00,5.2,4.6,333.0
City Center,2025-07-17T15:00,5.5,4.4,402.0
City Center,2025-07-17T16:00,6.8,5.3,483.0
City Center,2025-07-17T17:00,8.6,7.0,544.0
City Center,2025-07-17T18:00,10.0,8.5,576.0
City Center,2025-07-17T19:00,11.3,9.8,586.0
City Center,2025-07-17T20:00,10.9,9.5,570.0
City Center,2025-07-17T21:00,10.7,8.8,513.0
City Center,2025-07-17T22:00,10.1,8.2,428.0
City Center,2025-07-17T23:00,8.6,7.1,349.0
City Center,2025-07-18T00:00,6.2,5.2,281.0
City Center,2025-07-18T01:00,4.8,4.0,218.0
City Center,2025-07-18T02:00,4.2,3.5,176.0
City Center,2025-07-18T03:00,4.1,3.3,158.0
City Center,2025-07-18T04:00,3.9,3.2,161.0
City Center,2025-07-18T05:00,3.8,3.5,192.0
City Center,2025-07-18T06:00,3.8,3.6,280.0
City Center,2025-07-18T07:00,5.6,5.3,395.0
City Center,2025-07-18T08:00,6.3,5.6,456.0
City Center,2025-07-18T09:00,7.4,6.2,407.0
City Center,2025-07-18T10:00,8.6,5.2,304.0
City Center,2025-07-18T11:00,10.2,5.6,229.0
City Center,2025-07-18T12:00,12.5,6.5,204.0
City Center,2025-07-18T13:00,12.2,6.1,207.0
City Center,2025-07-18T14:00,13.0,7.0,254.0
City Center,2025-07-18T15:00,12.0,7.7,387.0
City Center,2025-07-18T16:00,11.4,8.2,564.0
City Center,2025-07-18T17:00,13.8,8.1,679.0
City Center,2025-07-18T18:00,13.0,9.4,676.0
City Center,2025-07-18T19:00,13.0,10.2,609.0
City Center,2025-07-18T20:00,9.9,8.5,539.0
City Center,2025-07-18T21:00,6.9,6.3,483.0
City Center,2025-07-18T22:00,5.4,5.0,423.0
City Center,2025-07-18T23:00,4.5,4.3,361.0
City Center,2025-07-19T00:00,3.4,3.3,291.0
City Center,2025-07-19T01:00,2.7,2.6,219.0
City Center,2025-07-19T02:00,2.4,2.2,167.0
City Center,2025-07-19T03:00,2.5,2.2,143.0
City Center,2025-07-19T04:00,2.8,2.3,140.0
City Center,2025-07-19T05:00,2.4,2.4,158.0
City Center,2025-07-19T06:00,3.0,2.8,214.0
City Center,2025-07-19T07:00,4.6,3.9,291.0
City Center,2025-07-19T08:00,6.7,5.3,339.0
City Center,2025-07-19T09:00,10.0,6.4,323.0
City Center,2025-07-19T10:00,10.8,6.8,278.0
City Center,2025-07-19T11:00,12.3,7.0,254.0
City Center,2025-07-19T12:00,12.7,6.8,264.0
City Center,2025-07-19T13:00,13.7,7.2,294.0
City Center,2025-07-19T14:00,14.6,7.3,355.0
City Center,2025-07-19T15:00,19.6,9.3,485.0
City Center,2025-07-19T16:00,15.0,8.4,646.0
City Center,2025-07-19T17:00,10.6,7.2,728.0
City Center,2025-07-19T18:00,10.9,8.2,660.0
City Center,2025-07-19T19:00,9.6,7.8,513.0
City Center,2025-07-19T20:00,6.8,6.0,394.0
City Center,2025-07-19T21:00,5.7,5.3,350.0
City Center,2025-07-19T22:00,5.1,4.8,333.0
City Center,2025-07-19T23:00,4.6,4.2,310.0
City Center,2025-07-20T00:00,3.7,3.3,261.0
City Center,2025-07-20T01:00,3.0,2.6,205.0
City Center,2025-07-20T02:00,2.4,2.1,167.0
City Center,2025-07-20T03:00,2.0,1.9,154.0
City Center,2025-07-20T04:00,1.8,1.7,159.0
City Center,2025-07-20T05:00,1.9,1.9,182.0
City Center,2025-07-20T06:00,2.2,2.1,239.0
City Center,2025-07-20T07:00,3.6,3.4,313.0
City Center,2025-07-20T08:00,4.7,4.4,355.0
City Center,2025-07-20T09:00,5.7,4.8,330.0
City Center,2025-07-20T10:00,4.9,4.1,273.0
City Center,2025-07-20T11:00,4.8,3.5,235.0
City Center,2025-07-20T12:00,5.9,3.6,232.0
City Center,2025-07-20T13:00,9.7,4.8,249.0
City Center,2025-07-20T14:00,8.7,5.2,289.0
City Center,2025-07-20T15:00,9.4,5.7,376.0
City Center,2025-07-20T16:00,8.5,5.5,487.0
City Center,2025-07-20T17:00,9.2,8.0,558.0
City Center,2025-07-20T18:00,8.7,8.2,554.0
City Center,2025-07-20T19:00,8.5,8.3,509.0
City Center,2025-07-20T20:00,7.2,7.0,461.0
City Center,2025-07-20T21:00,6.5,6.2,422.0
City Center,2025-07-20T22:00,6.5,6.1,379.0
City Center,2025-07-20T23:00,6.1,5.8,332.0
City Center,2025-07-21T00:00,5.2,5.0,272.0
City Center,2025-07-21T01:00,4.3,4.1,208.0
City Center,2025-07-21T02:00,3.4,3.3,165.0
City Center,2025-07-21T03:00,2.8,2.7,150.0
City Center,2025-07-21T04:00,2.6,2.5,156.0
City Center,2025-07-21T05:00,2.8,2.6,183.0
City Center,2025-07-21T06:00,3.3,3.2,249.0
City Center,2025-07-21T07:00,4.5,4.3,336.0
City Center,2025-07-21T08:00,5.0,4.7,389.0
City Center,2025-07-21T09:00,4.5,4.1,372.0
City Center,2025-07-21T10:00,3.4,3.1,321.0
City Center,2025-07-21T11:00,3.2,3.0,291.0
City Center,2025-07-21T12:00,3.9,3.6,297.0
City Center,2025-07-21T13:00,3.5,3.1,325.0
City Center,2025-07-21T14:00,4.5,3.8,381.0
City Center,2025-07-21T15:00,6.7,5.7,503.0
City Center,2025-07-21T16:00,7.3,6.6,653.0
City Center,2025-07-21T17:00,10.6,9.9,732.0
City Center,2025-07-21T18:00,11.2,10.4,676.0
City Center,2025-07-21T19:00,10.3,9.2,548.0
City Center,2025-07-21T20:00,9.0,8.2,437.0
City Center,2025-07-21T21:00,7.4,6.9,376.0
City Center,2025-07-21T22:00,6.2,5.9,331.0
City Center,2025-07-21T23:00,5.2,5.0,291.0
City Center,2025-07-22T00:00,4.0,3.9,248.0
City Center,2025-07-22T01:00,3.3,3.2,210.0
City Center,2025-07-22T02:00,2.8,2.7,182.0
City Center,2025-07-22T03:00,2.6,2.4,161.0
City Center,2025-07-22T04:00,2.4,2.2,152.0
City Center,2025-07-22T05:00,2.5,2.4,169.0
City Center,2025-07-22T06:00,2.8,2.7,243.0
City Center,2025-07-22T07:00,4.3,4.0,344.0
City Center,2025-07-22T08:00,5.6,5.1,402.0
City Center,2025-07-22T09:00,5.4,4.6,370.0
City Center,2025-07-22T10:00,6.1,4.1,296.0
City Center,2025-07-22T11:00,8.2,4.8,250.0
City Center,2025-07-22T12:00,8.4,4.6,261.0
City Center,2025-07-22T13:00,8.4,4.5,301.0
City Center,2025-07-22T14:00,7.9,5.8,353.0
City Center,2025-07-22T15:00,6.2,4.6,434.0
City Center,2025-07-22T16:00,5.9,4.6,528.0
City Center,2025-07-22T17:00,6.6,6.5,571.0
City Center,2025-07-22T18:00,6.1,6.0,519.0
City Center,2025-07-22T19:00,5.7,5.5,417.0
City Center,2025-07-22T20:00,5.5,5.3,333.0
City Center,2025-07-22T21:00,4.9,4.7,297.0
City Center,2025-07-22T22:00,4.6,4.3,279.0
City Center,2025-07-22T23:00,4.0,3.8,258.0
City Center,2025-07-23T00:00,3.1,2.9,222.0
City Center,2025-07-23T01:00,2.4,2.3,184.0
City Center,2025-07-23T02:00,2.1,1.9,157.0
City Center,2025-07-23T03:00,1.9,1.7,144.0
City Center,2025-07-23T04:00,1.9,1.6,143.0
City Center,2025-07-23T05:00,2.4,2.0,165.0
City Center,2025-07-23T06:00,2.5,2.2,236.0
City Center,2025-07-23T07:00,3.3,3.1,330.0
City Center,2025-07-23T08:00,4.4,4.3,383.0
City Center,2025-07-23T09:00,4.1,3.9,354.0
City Center,2025-07-23T10:00,4.0,3.8,285.0
City Center,2025-07-23T11:00,3.2,3.1,233.0
City Center,2025-07-23T12:00,3.3,3.1,216.0
City Center,2025-07-23T13:00,3.8,3.5,216.0
City Center,2025-07-23T14:00,3.6,3.2,243.0
City Center,2025-07-23T15:00,3.4,2.9,325.0
City Center,2025-07-23T16:00,3.3,3.1,433.0
City Center,2025-07-23T17:00,6.3,5.5,494.0
City Center,2025-07-23T18:00,5.9,5.3,463.0
City Center,2025-07-23T19:00,5.2,4.9,385.0
City Center,2025-07-23T20:00,4.7,4.5,319.0
City Center,2025-07-23T21:00,4.0,3.9,288.0
City Center,2025-07-23T22:00,3.9,3.9,269.0
City Center,2025-07-23T23:00,3.5,3.4,247.0
City Center,2025-07-24T00:00,2.8,2.7,213.0
City Center,2025-07-24T01:00,2.2,2.1,176.0
City Center,2025-07-24T02:00,1.8,1.7,151.0
City Center,2025-07-24T03:00,1.5,1.4,139.0
City Center,2025-07-24T04:00,1.4,1.2,138.0
City Center,2025-07-24T05:00,1.1,1.0,158.0
City Center,2025-07-24T06:00,1.3,1.3,219.0
City Center,2025-07-24T07:00,2.3,2.2,301.0
City Center,2025-07-24T08:00,3.6,3.4,350.0
City Center,2025-07-24T09:00,3.4,2.9,334.0
City Center,2025-07-24T10:00,3.3,3.0,285.0
City Center,2025-07-24T11:00,3.5,3.1,248.0
City Center,2025-07-24T12:00,3.1,2.8,236.0
City Center,2025-07-24T13:00,3.1,2.6,236.0
City Center,2025-07-24T14:00,3.9,3.4,259.0
City Center,2025-07-24T15:00,3.7,3.5,329.0
City Center,2025-07-24T16:00,4.0,3.9,422.0
City Center,2025-07-24T17:00,6.3,5.1,475.0
City Center,2025-07-24T18:00,6.0,5.3,454.0
City Center,2025-07-24T19:00,5.9,5.2,393.0
City Center,2025-07-24T20:00,5.7,5.1,336.0
City Center,2025-07-24T21:00,4.7,4.2,299.0
City Center,2025-07-24T22:00,3.9,3.7,265.0
City Center,2025-07-24T23:00,3.4,3.1,232.0
City Center,2025-07-25T00:00,3.0,2.5,194.0
City Center,2025-07-25T01:00,3.6,2.4,157.0
City Center,2025-07-25T02:00,3.9,2.4,131.0
City Center,2025-07-25T03:00,3.5,2.2,114.0
City Center,2025-07-25T04:00,2.6,1.8,109.0
City Center,2025-07-25T05:00,1.6,1.5,135.0
City Center,2025-07-25T06:00,2.1,1.9,225.0
City Center,2025-07-25T07:00,3.3,3.1,345.0
City Center,2025-07-25T08:00,4.0,3.8,416.0
City Center,2025-07-25T09:00,3.3,3.0,388.0
City Center,2025-07-25T10:00,2.7,2.5,310.0
City Center,2025-07-25T11:00,2.8,2.3,247.0
City Center,2025-07-25T12:00,4.6,2.8,221.0
City Center,2025-07-25T13:00,5.5,3.2,210.0
City Center,2025-07-25T14:00,6.6,3.8,217.0
City Center,2025-07-25T15:00,5.3,3.0,257.0
City Center,2025-07-25T16:00,5.6,3.1,314.0
City Center,2025-07-25T17:00,12.3,6.7,348.0
City Center,2025-07-25T18:00,10.6,6.3,336.0
City Center,2025-07-25T19:00,10.1,6.0,301.0
City Center,2025-07-25T20:00,10.5,6.2,267.0
City Center,2025-07-25T21:00,9.2,5.6,245.0
City Center,2025-07-25T22:00,9.1,5.4,226.0
City Center,2025-07-25T23:00,10.2,5.8,204.0
City Center,2025-07-26T00:00,8.7,5.2,175.0
City Center,2025-07-26T01:00,7.3,4.0,144.0
City Center,2025-07-26T02:00,8.8,4.3,122.0
City Center,2025-07-26T03:00,8.3,4.1,112.0
City Center,2025-07-26T04:00,7.3,3.4,111.0
City Center,2025-07-26T05:00,2.2,1.4,127.0
City Center,2025-07-26T06:00,3.8,2.0,174.0
City Center,2025-07-26T07:00,5.1,3.1,237.0
City Center,2025-07-26T08:00,5.4,4.0,276.0
City Center,2025-07-26T09:00,6.1,3.8,265.0
City Center,2025-07-26T10:00,14.1,7.1,230.0
City Center,2025-07-26T11:00,29.8,12.9,204.0
City Center,2025-07-26T12:00,28.1,13.2,197.0
City Center,2025-07-26T13:00,23.2,10.5,200.0
City Center,2025-07-26T14:00,12.4,7.5,217.0
City Center,2025-07-26T15:00,14.7,8.8,262.0
City Center,2025-07-26T16:00,11.6,7.7,321.0
City Center,2025-07-26T17:00,8.8,6.7,358.0
City Center,2025-07-26T18:00,8.4,6.9,354.0
City Center,2025-07-26T19:00,6.8,6.3,329.0
City Center,2025-07-26T20:00,5.3,5.2,301.0
City Center,2025-07-26T21:00,3.9,3.8,277.0
City Center,2025-07-26T22:00,3.4,3.3,251.0
City Center,2025-07-26T23:00,4.0,3.2,223.0
City Center,2025-07-27T00:00,4.7,3.1,190.0
City Center,2025-07-27T01:00,4.5,2.9,156.0
City Center,2025-07-27T02:00,4.7,2.8,132.0
City Center,2025-07-27T03:00,6.5,3.2,115.0
City Center,2025-07-27T04:00,10.9,4.9,109.0
City Center,2025-07-27T05:00,3.7,2.4,139.0
City Center,2025-07-27T06:00,4.4,2.8,248.0
City Center,2025-07-27T07:00,4.6,3.4,394.0
City Center,2025-07-27T08:00,6.3,4.8,472.0
City Center,2025-07-27T09:00,9.2,5.6,418.0
City Center,2025-07-27T10:00,12.5,7.0,297.0
City Center,2025-07-27T11:00,13.3,7.3,203.0
City Center,2025-07-27T12:00,16.8,8.2,170.0
City Center,2025-07-27T13:00,18.0,8.4,165.0
City Center,2025-07-27T14:00,15.8,8.1,179.0
City Center,2025-07-27T15:00,14.3,7.1,224.0
City Center,2025-07-27T16:00,12.0,6.4,288.0
City Center,2025-07-27T17:00,14.7,8.1,330.0
City Center,2025-07-27T18:00,15.2,9.6,328.0
City Center,2025-07-27T19:00,16.2,10.5,305.0
City Center,2025-07-27T20:00,15.6,10.4,281.0
City Center,2025-07-27T21:00,14.5,9.9,267.0
City Center,2025-07-27T22:00,13.7,9.5,254.0
City Center,2025-07-27T23:00,12.3,8.6,234.0
City Center,2025-07-28T00:00,9.7,6.8,199.0
City Center,2025-07-28T01:00,8.3,5.7,158.0
City Center,2025-07-28T02:00,8.5,5.5,129.0
City Center,2025-07-28T03:00,9.2,5.7,118.0
City Center,2025-07-28T04:00,9.7,6.0,121.0
City Center,2025-07-28T05:00,8.1,5.4,140.0
City Center,2025-07-28T06:00,9.4,5.7,193.0
City Center,2025-07-28T07:00,8.2,5.6,264.0
City Center,2025-07-28T08:00,6.7,5.0,305.0
City Center,2025-07-28T09:00,5.2,3.8,286.0
City Center,2025-07-28T10:00,7.4,4.3,238.0
City Center,2025-07-28T11:00,9.5,4.9,203.0
City Center,2025-07-28T12:00,11.0,5.2,195.0
City Center,2025-07-28T13:00,12.4,5.7,200.0
City Center,2025-07-28T14:00,14.2,6.0,218.0
City Center,2025-07-28T15:00,14.1,6.2,257.0
City Center,2025-07-28T16:00,15.3,6.4,308.0
City Center,2025-07-28T17:00,23.7,9.8,346.0
City Center,2025-07-28T18:00,22.3,11.1,360.0
City Center,2025-07-28T19:00,20.3,11.4,360.0
City Center,2025-07-28T20:00,18.6,11.0,350.0
City Center,2025-07-28T21:00,17.9,10.6,330.0
City Center,2025-07-28T22:00,17.7,10.7,300.0
City Center,2025-07-28T23:00,17.1,10.4,265.0
City Center,2025-07-29T00:00,15.5,9.5,221.0
City Center,2025-07-29T01:00,13.8,8.6,172.0
City Center,2025-07-29T02:00,12.1,7.7,139.0
City Center,2025-07-29T03:00,10.4,6.7,127.0
City Center,2025-07-29T04:00,9.1,6.0,130.0
City Center,2025-07-29T05:00,6.0,4.0,155.0
City Center,2025-07-29T06:00,5.9,3.9,226.0
City Center,2025-07-29T07:00,7.0,5.1,318.0
City Center,2025-07-29T08:00,7.0,5.3,367.0
City Center,2025-07-29T09:00,11.2,6.1,328.0
City Center,2025-07-29T10:00,7.1,4.4,246.0
City Center,2025-07-29T11:00,7.7,4.6,186.0
City Center,2025-07-29T12:00,13.6,5.7,172.0
City Center,2025-07-29T13:00,7.2,3.9,181.0
City Center,2025-07-29T14:00,7.5,3.8,202.0
City Center,2025-07-29T15:00,7.7,3.7,244.0
City Center,2025-07-29T16:00,6.0,3.3,299.0
City Center,2025-07-29T17:00,8.9,5.3,333.0
City Center,2025-07-29T18:00,8.8,6.4,328.0
City Center,2025-07-29T19:00,9.6,7.1,303.0
City Center,2025-07-29T20:00,10.4,7.4,281.0
City Center,2025-07-29T21:00,10.7,7.4,274.0
City Center,2025-07-29T22:00,10.7,7.3,270.0
City Center,2025-07-29T23:00,9.9,6.7,257.0
City Center,2025-07-30T00:00,8.1,5.4,222.0
City Center,2025-07-30T01:00,6.9,4.5,178.0
City Center,2025-07-30T02:00,6.8,4.2,147.0
City Center,2025-07-30T03:00,6.6,4.0,136.0
City Center,2025-07-30T04:00,6.0,3.6,137.0
City Center,2025-07-30T05:00,4.5,2.9,152.0
City Center,2025-07-30T06:00,4.7,3.0,191.0
City Center,2025-07-30T07:00,5.7,4.1,242.0
City Center,2025-07-30T08:00,5.5,4.0,273.0
City Center,2025-07-30T09:00,6.7,4.4,262.0
City Center,2025-07-30T10:00,10.0,5.0,231.0
City Center,2025-07-30T11:00,9.7,4.8,208.0
City Center,2025-07-30T12:00,12.5,5.2,201.0
City Center,2025-07-30T13:00,17.0,6.2,202.0
City Center,2025-07-30T14:00,19.0,6.9,219.0
City Center,2025-07-30T15:00,19.6,7.1,268.0
City Center,2025-07-30T16:00,16.4,6.6,333.0
City Center,2025-07-30T17:00,29.6,12.0,378.0
City Center,2025-07-30T18:00,28.3,12.7,385.0
City Center,2025-07-30T19:00,25.3,12.8,371.0
City Center,2025-07-30T20:00,24.4,12.7,352.0
City Center,2025-07-30T21:00,18.0,10.9,333.0
City Center,2025-07-30T22:00,15.8,10.2,310.0
City Center,2025-07-30T23:00,13.7,9.2,280.0
City Center,2025-07-31T00:00,16.5,9.2,238.0
City Center,2025-07-31T01:00,10.0,6.6,189.0
City Center,2025-07-31T02:00,8.3,5.6,156.0
City Center,2025-07-31T03:00,7.4,5.0,143.0
City Center,2025-07-31T04:00,6.4,4.4,145.0
City Center,2025-07-31T05:00,5.5,4.1,166.0
City Center,2025-07-31T06:00,5.3,4.0,226.0
City Center,2025-07-31T07:00,7.7,4.4,306.0
City Center,2025-07-31T08:00,10.3,5.7,351.0
City Center,2025-07-31T09:00,16.6,7.3,326.0
City Center,2025-07-31T10:00,19.3,7.9,267.0
City Center,2025-07-31T11:00,18.5,8.0,225.0
