location,timestamp,pm10_ug_m3,pm2_5_ug_m3,carbon_monoxide_ug_m3
Electronic City,2025-07-27T20:00,15.6,10.4,166.0
Electronic City,2025-07-27T21:00,14.5,9.9,158.0
Electronic City,2025-07-27T22:00,13.7,9.5,147.0
Electronic City,2025-07-27T23:00,12.3,8.6,136.0
Electronic City,2025-07-28T00:00,9.7,6.8,126.0
Electronic City,2025-07-28T01:00,8.3,5.7,117.0
Electronic City,2025-07-28T02:00,8.5,5.5,111.0
Electronic City,2025-07-28T03:00,9.2,5.7,107.0
Electronic City,2025-07-28T04:00,9.7,6.0,106.0
Electronic City,2025-07-28T05:00,8.1,5.4,109.0
Electronic City,2025-07-28T06:00,9.4,5.7,118.0
Electronic City,2025-07-28T07:00,8.2,5.6,131.0
Electronic City,2025-07-28T08:00,6.7,5.0,140.0
Electronic City,2025-07-28T09:00,5.2,3.8,140.0
Electronic City,2025-07-28T10:00,7.4,4.3,135.0
Electronic City,2025-07-28T11:00,9.5,4.9,132.0
Electronic City,2025-07-28T12:00,11.0,5.2,131.0
Electronic City,2025-07-28T13:00,12.4,5.7,132.0
Electronic City,2025-07-28T14:00,14.2,6.0,137.0
Electronic City,2025-07-28T15:00,14.1,6.2,152.0
Electronic City,2025-07-28T16:00,15.3,6.4,172.0
Electronic City,2025-07-28T17:00,23.7,9.8,185.0
Electronic City,2025-07-28T18:00,22.3,11.1,186.0
Electronic City,2025-07-28T19:00,20.3,11.4,181.0
Electronic City,2025-07-28T20:00,18.6,11.0,174.0
Electronic City,2025-07-28T21:00,17.9,10.6,168.0
Electronic City,2025-07-28T22:00,17.7,10.7,161.0
Electronic City,2025-07-28T23:00,17.1,10.4,154.0
Electronic City,2025-07-29T00:00,15.5,9.5,145.0
Electronic City,2025-07-29T01:00,13.8,8.6,136.0
Electronic City,2025-07-29T02:00,12.1,7.7,128.0
Electronic City,2025-07-29T03:00,10.4,6.7,121.0
Electronic City,2025-07-29T04:00,9.1,6.0,115.0
Electronic City,2025-07-29T05:00,6.0,4.0,114.0
Electronic City,2025-07-29T06:00,5.9,3.9,121.0
Electronic City,2025-07-29T07:00,7.0,5.1,132.0
Electronic City,2025-07-29T08:00,7.0,5.3,139.0
Electronic City,2025-07-29T09:00,11.2,6.1,135.0
Electronic City,2025-07-29T10:00,7.1,4.4,126.0
Electronic City,2025-07-29T11:00,7.7,4.6,120.0
Electronic City,2025-07-29T12:00,13.6,5.7,118.0
Electronic City,2025-07-29T13:00,7.2,3.9,120.0
Electronic City,2025-07-29T14:00,7.5,3.8,126.0
Electronic City,2025-07-29T15:00,7.7,3.7,141.0
Electronic City,2025-07-29T16:00,6.0,3.3,160.0
Electronic City,2025-07-29T17:00,8.9,5.3,177.0
Electronic City,2025-07-29T18:00,8.8,6.4,189.0
Electronic City,2025-07-29T19:00,9.6,7.1,199.0
Electronic City,2025-07-29T20:00,10.4,7.4,201.0
Electronic City,2025-07-29T21:00,10.7,7.4,192.0
Electronic City,2025-07-29T22:00,10.7,7.3,176.0
Electronic City,2025-07-29T23:00,9.9,6.7,161.0
Electronic City,2025-07-30T00:00,8.1,5.4,149.0
Electronic City,2025-07-30T01:00,6.9,4.5,137.0
Electronic City,2025-07-30T02:00,6.8,4.2,127.0
Electronic City,2025-07-30T03:00,6.6,4.0,119.0
Electronic City,2025-07-30T04:00,6.0,3.6,113.0
Electronic City,2025-07-30T05:00,4.5,2.9,112.0
Electronic City,2025-07-30T06:00,4.7,3.0,120.0
Electronic City,2025-07-30T07:00,5.7,4.1,133.0
Electronic City,2025-07-30T08:00,5.5,4.0,141.0
Electronic City,2025-07-30T09:00,6.7,4.4,139.0
Electronic City,2025-07-30T10:00,10.0,5.0,133.0
Electronic City,2025-07-30T11:00,9.7,4.8,128.0
Electronic City,2025-07-30T12:00,12.5,5.2,127.0
Electronic City,2025-07-30T13:00,17.0,6.2,129.0
Electronic City,2025-07-30T14:00,19.0,6.9,133.0
Electronic City,2025-07-30T15:00,19.6,7.1,142.0
Electronic City,2025-07-30T16:00,16.4,6.6,153.0
Electronic City,2025-07-30T17:00,29.6,12.0,162.0
Electronic City,2025-07-30T18:00,28.3,12.7,165.0
Electronic City,2025-07-30T19:00,25.3,12.8,165.0
Electronic City,2025-07-30T20:00,24.4,12.7,164.0
Electronic City,2025-07-30T21:00,18.0,10.9,162.0
Electronic City,2025-07-30T22:00,15.8,10.2,158.0
Electronic City,2025-07-30T23:00,13.7,9.2,155.0
Electronic City,2025-07-31T00:00,16.5,9.2,153.0
Electronic City,2025-07-31T01:00,10.0,6.6,152.0
Electronic City,2025-07-31T02:00,8.3,5.6,151.0
Electronic City,2025-07-31T03:00,7.4,5.0,149.0
Electronic City,2025-07-31T04:00,6.4,4.4,147.0
Electronic City,2025-07-31T05:00,5.5,4.1,147.0
Electronic City,2025-07-31T06:00,5.3,4.0,151.0
Electronic City,2025-07-31T07:00,7.7,4.4,157.0
Electronic City,2025-07-31T08:00,10.3,5.7,159.0
Electronic City,2025-07-31T09:00,16.6,7.3,151.0
Electronic City,2025-07-31T10:00,19.3,7.9,138.0
Electronic City,2025-07-31T11:00,18.5,8.0,135.0
Electronic City,2025-07-31T12:00,19.8,8.2,149.0
Electronic City,2025-07-31T13:00,22.5,8.8,172.0
Electronic City,2025-07-31T14:00,29.0,10.4,192.0
Electronic City,2025-07-31T15:00,34.5,12.7,203.0
Electronic City,2025-07-31T16:00,25.9,11.5,211.0
Electronic City,2025-07-31T17:00,24.7,12.3,217.0
Electronic City,2025-07-31T18:00,24.2,13.9,225.0
Electronic City,2025-07-31T19:00,25.0,15.3,233.0
Electronic City,2025-07-31T20:00,24.7,16.4,233.0
Electronic City,2025-07-31T21:00,22.8,15.9,221.0
Electronic City,2025-07-31T22:00,20.7,15.0,201.0
Electronic City,2025-07-31T23:00,19.2,13.5,183.0
Electronic City,2025-08-01T00:00,18.6,11.9,169.0
Electronic City,2025-08-01T01:00,19.6,11.0,156.0
Electronic City,2025-08-01T02:00,21.2,10.8,148.0
Electronic City,2025-08-01T03:00,21.8,10.7,148.0
Electronic City,2025-08-01T04:00,21.2,10.4,153.0
Electronic City,2025-08-01T05:00,16.6,8.9,158.0
Electronic City,2025-08-01T06:00,14.0,7.9,162.0
Electronic City,2025-08-01T07:00,14.8,7.7,167.0
Electronic City,2025-08-01T08:00,19.4,9.1,168.0
Electronic City,2025-08-01T09:00,21.8,9.1,164.0
Electronic City,2025-08-01T10:00,26.0,10.0,156.0
Electronic City,2025-08-01T11:00,25.7,10.5,151.0
Electronic City,2025-08-01T12:00,26.0,10.9,148.0
Electronic City,2025-08-01T13:00,24.2,9.8,148.0
Electronic City,2025-08-01T14:00,21.7,9.0,155.0
Electronic City,2025-08-01T15:00,20.2,8.9,175.0
Electronic City,2025-08-01T16:00,20.4,9.2,202.0
Electronic City,2025-08-01T17:00,33.5,15.9,230.0
Electronic City,2025-08-01T18:00,33.2,19.1,260.0
Electronic City,2025-08-01T19:00,31.2,19.9,291.0
Electronic City,2025-08-01T20:00,27.6,18.3,307.0
Electronic City,2025-08-01T21:00,23.3,15.3,300.0
Electronic City,2025-08-01T22:00,22.1,14.1,278.0
Electronic City,2025-08-01T23:00,23.0,14.3,254.0
Electronic City,2025-08-02T00:00,23.3,13.8,229.0
Electronic City,2025-08-02T01:00,22.9,13.3,201.0
Electronic City,2025-08-02T02:00,22.2,13.0,182.0
Electronic City,2025-08-02T03:00,20.7,12.3,174.0
Electronic City,2025-08-02T04:00,19.5,11.8,174.0
Electronic City,2025-08-02T05:00,21.1,12.9,184.0
Electronic City,2025-08-02T06:00,19.7,12.7,215.0
Electronic City,2025-08-02T07:00,19.3,12.2,258.0
Electronic City,2025-08-02T08:00,17.2,11.3,281.0
Electronic City,2025-08-02T09:00,17.0,10.0,267.0
Electronic City,2025-08-02T10:00,20.7,9.7,235.0
Electronic City,2025-08-02T11:00,24.0,10.4,211.0
Electronic City,2025-08-02T12:00,27.2,11.5,204.0
Electronic City,2025-08-02T13:00,31.1,13.0,206.0
Electronic City,2025-08-02T14:00,27.1,11.2,213.0
Electronic City,2025-08-02T15:00,31.7,13.4,230.0
Electronic City,2025-08-02T16:00,33.6,15.0,252.0
Electronic City,2025-08-02T17:00,31.2,15.8,266.0
Electronic City,2025-08-02T18:00,24.9,15.0,261.0
Electronic City,2025-08-02T19:00,23.2,16.3,249.0
Electronic City,2025-08-02T20:00,22.4,16.8,247.0
Electronic City,2025-08-02T21:00,19.3,14.6,271.0
Electronic City,2025-08-02T22:00,18.0,13.6,307.0
Electronic City,2025-08-02T23:00,19.1,14.9,327.0
Electronic City,2025-08-03T00:00,18.0,14.1,319.0
Electronic City,2025-08-03T01:00,15.1,12.0,295.0
Electronic City,2025-08-03T02:00,12.7,10.4,270.0
Electronic City,2025-08-03T03:00,10.9,9.2,242.0
Electronic City,2025-08-03T04:00,9.6,8.3,211.0
Electronic City,2025-08-03T05:00,5.4,5.4,194.0
Electronic City,2025-08-03T06:00,4.1,4.1,202.0
Electronic City,2025-08-03T07:00,5.0,4.7,223.0
Electronic City,2025-08-03T08:00,7.3,6.5,241.0
Electronic City,2025-08-03T09:00,9.7,7.3,250.0
Electronic City,2025-08-03T10:00,9.3,6.7,256.0
Electronic City,2025-08-03T11:00,10.4,7.4,257.0
Electronic City,2025-08-03T12:00,9.4,6.7,250.0
Electronic City,2025-08-03T13:00,10.7,7.6,239.0
Electronic City,2025-08-03T14:00,15.3,10.8,232.0
Electronic City,2025-08-03T15:00,17.5,13.5,234.0
Electronic City,2025-08-03T16:00,17.9,14.0,239.0
Electronic City,2025-08-03T17:00,26.8,18.6,241.0
Electronic City,2025-08-03T18:00,48.7,41.1,233.0
Electronic City,2025-08-03T19:00,61.9,54.4,222.0
Electronic City,2025-08-03T20:00,63.8,56.0,215.0
Electronic City,2025-08-03T21:00,40.0,34.3,218.0
Electronic City,2025-08-03T22:00,33.3,28.1,226.0
Electronic City,2025-08-03T23:00,31.7,25.8,231.0
Electronic City,2025-08-04T00:00,28.6,22.5,232.0
Electronic City,2025-08-04T01:00,22.6,17.3,232.0
Electronic City,2025-08-04T02:00,17.9,13.6,228.0
Electronic City,2025-08-04T03:00,15.3,11.9,216.0
Electronic City,2025-08-04T04:00,12.9,10.4,201.0
Electronic City,2025-08-04T05:00,11.2,9.4,196.0
Electronic City,2025-08-04T06:00,11.4,9.8,213.0
Electronic City,2025-08-04T07:00,11.3,9.7,240.0
Electronic City,2025-08-04T08:00,10.5,9.2,256.0
Electronic City,2025-08-04T09:00,9.5,7.9,249.0
Electronic City,2025-08-04T10:00,10.0,7.9,230.0
Electronic City,2025-08-04T11:00,11.3,8.8,217.0
Electronic City,2025-08-04T12:00,13.5,10.3,211.0
Electronic City,2025-08-04T13:00,16.0,12.1,210.0
Electronic City,2025-08-04T14:00,15.3,11.6,226.0
Electronic City,2025-08-04T15:00,16.4,12.4,279.0
Electronic City,2025-08-04T16:00,16.6,12.3,348.0
Electronic City,2025-08-04T17:00,25.8,20.1,386.0
Electronic City,2025-08-04T18:00,32.8,27.4,362.0
Electronic City,2025-08-04T19:00,49.4,44.2,306.0
Electronic City,2025-08-04T20:00,55.8,50.9,265.0
Electronic City,2025-08-04T21:00,48.2,43.7,261.0
Electronic City,2025-08-04T22:00,40.7,36.2,271.0
Electronic City,2025-08-04T23:00,38.2,34.0,273.0
Electronic City,2025-08-05T00:00,32.8,29.0,252.0
Electronic City,2025-08-05T01:00,28.1,24.3,223.0
Electronic City,2025-08-05T02:00,26.2,22.6,211.0
Electronic City,2025-08-05T03:00,21.2,17.8,233.0
Electronic City,2025-08-05T04:00,16.4,13.7,272.0
Electronic City,2025-08-05T05:00,26.5,24.4,298.0
Electronic City,2025-08-05T06:00,23.2,21.3,297.0
Electronic City,2025-08-05T07:00,19.0,17.1,283.0
Electronic City,2025-08-05T08:00,14.8,13.2,269.0
Electronic City,2025-08-05T09:00,13.4,12.0,259.0
Electronic City,2025-08-05T10:00,13.6,12.1,250.0
Electronic City,2025-08-05T11:00,14.0,11.6,238.0
Electronic City,2025-08-05T12:00,25.6,17.9,219.0
Electronic City,2025-08-05T13:00,29.3,19.6,198.0
Electronic City,2025-08-05T14:00,38.9,25.4,190.0
Electronic City,2025-08-05T15:00,35.5,23.6,204.0
Electronic City,2025-08-05T16:00,32.6,22.4,231.0
Electronic City,2025-08-05T17:00,18.4,14.9,253.0
Electronic City,2025-08-05T18:00,17.1,14.2,264.0
Electronic City,2025-08-05T19:00,15.6,13.8,271.0
Electronic City,2025-08-05T20:00,12.5,11.8,279.0
Electronic City,2025-08-05T21:00,8.0,7.9,290.0
Electronic City,2025-08-05T22:00,6.6,6.5,302.0
Electronic City,2025-08-05T23:00,5.8,5.7,312.0
Electronic City,2025-08-06T00:00,4.9,4.8,324.0
Electronic City,2025-08-06T01:00,4.6,4.5,334.0
Electronic City,2025-08-06T02:00,4.5,4.5,333.0
Electronic City,2025-08-06T03:00,4.2,4.1,309.0
Electronic City,2025-08-06T04:00,4.1,3.9,274.0
Electronic City,2025-08-06T05:00,3.8,3.8,248.0
Electronic City,2025-08-06T06:00,4.4,4.3,242.0
Electronic City,2025-08-06T07:00,3.9,3.6,245.0
Electronic City,2025-08-06T08:00,5.0,4.7,245.0
Electronic City,2025-08-06T09:00,4.9,4.4,236.0
Electronic City,2025-08-06T10:00,4.9,4.4,223.0
Electronic City,2025-08-06T11:00,5.0,4.5,212.0
Electronic City,2025-08-06T12:00,5.0,4.5,201.0
Electronic City,2025-08-06T13:00,5.2,4.7,191.0
Electronic City,2025-08-06T14:00,5.1,4.6,189.0
Electronic City,2025-08-06T15:00,5.3,4.7,197.0
Electronic City,2025-08-06T16:00,8.3,7.8,214.0
Electronic City,2025-08-06T17:00,7.1,7.0,242.0
Electronic City,2025-08-06T18:00,13.4,13.3,296.0
Electronic City,2025-08-06T19:00,13.9,13.9,362.0
Electronic City,2025-08-06T20:00,12.2,12.2,397.0
Electronic City,2025-08-06T21:00,11.8,11.8,375.0
Electronic City,2025-08-06T22:00,12.6,12.6,322.0
Electronic City,2025-08-06T23:00,13.3,13.2,276.0
Electronic City,2025-08-07T00:00,11.3,11.3,248.0
Electronic City,2025-08-07T01:00,10.0,9.9,225.0
Electronic City,2025-08-07T02:00,9.1,9.0,210.0
Electronic City,2025-08-07T03:00,8.7,8.5,203.0
Electronic City,2025-08-07T04:00,8.9,8.7,203.0
Electronic City,2025-08-07T05:00,9.6,9.4,209.0
Electronic City,2025-08-07T06:00,10.6,10.4,228.0
Electronic City,2025-08-07T07:00,9.8,9.7,254.0
Electronic City,2025-08-07T08:00,8.4,8.3,263.0
Electronic City,2025-08-07T09:00,7.8,7.7,239.0
Electronic City,2025-08-07T10:00,7.5,7.3,198.0
Electronic City,2025-08-07T11:00,8.1,7.9,168.0
Electronic City,2025-08-07T12:00,7.7,7.5,160.0
Electronic City,2025-08-07T13:00,7.9,7.7,163.0
Electronic City,2025-08-07T14:00,7.5,7.2,170.0
Electronic City,2025-08-07T15:00,7.5,7.2,176.0
Electronic City,2025-08-07T16:00,10.4,10.1,187.0
Electronic City,2025-08-07T17:00,3.9,3.9,206.0
Electronic City,2025-08-07T18:00,7.8,7.5,247.0
Electronic City,2025-08-07T19:00,10.4,10.0,298.0
Electronic City,2025-08-07T20:00,10.5,10.1,326.0
Electronic City,2025-08-07T21:00,11.4,10.9,312.0
Electronic City,2025-08-07T22:00,12.4,11.7,276.0
Electronic City,2025-08-07T23:00,12.7,11.9,247.0
Electronic City,2025-08-08T00:00,12.8,11.8,236.0
Electronic City,2025-08-08T01:00,13.1,12.0,232.0
Electronic City,2025-08-08T02:00,13.2,11.8,229.0
Electronic City,2025-08-08T03:00,13.2,11.4,221.0
Electronic City,2025-08-08T04:00,12.9,10.6,215.0
Electronic City,2025-08-08T05:00,6.1,6.0,223.0
Electronic City,2025-08-08T06:00,5.8,5.6,262.0
Electronic City,2025-08-08T07:00,6.5,6.4,316.0
Electronic City,2025-08-08T08:00,7.7,7.7,350.0
Electronic City,2025-08-08T09:00,7.6,7.5,346.0
Electronic City,2025-08-08T10:00,6.9,6.7,321.0
Electronic City,2025-08-08T11:00,7.3,7.1,293.0
Electronic City,2025-08-08T12:00,8.2,7.9,257.0
Electronic City,2025-08-08T13:00,9.1,8.8,217.0
Electronic City,2025-08-08T14:00,9.3,9.0,207.0
Electronic City,2025-08-08T15:00,10.0,9.6,258.0
Electronic City,2025-08-08T16:00,15.6,15.0,338.0
Electronic City,2025-08-08T17:00,15.2,14.4,385.0
Electronic City,2025-08-08T18:00,24.1,23.3,361.0
Electronic City,2025-08-08T19:00,37.3,36.6,303.0
Electronic City,2025-08-08T20:00,26.5,25.8,262.0
Electronic City,2025-08-08T21:00,18.1,17.2,264.0
Electronic City,2025-08-08T22:00,19.7,18.5,283.0
Electronic City,2025-08-08T23:00,23.1,21.7,291.0
Electronic City,2025-08-09T00:00,23.4,21.8,273.0
Electronic City,2025-08-09T01:00,20.8,19.3,243.0
Electronic City,2025-08-09T02:00,18.2,16.8,219.0
Electronic City,2025-08-09T03:00,16.9,15.5,204.0
Electronic City,2025-08-09T04:00,16.2,14.7,194.0
Electronic City,2025-08-09T05:00,18.9,16.9,193.0
Electronic City,2025-08-09T06:00,19.2,17.3,206.0
Electronic City,2025-08-09T07:00,16.3,14.6,228.0
Electronic City,2025-08-09T08:00,14.9,13.5,242.0
Electronic City,2025-08-09T09:00,8.4,7.5,240.0
Electronic City,2025-08-09T10:00,7.9,7.2,230.0
Electronic City,2025-08-09T11:00,7.2,6.7,219.0
Electronic City,2025-08-09T12:00,6.8,6.2,204.0
Electronic City,2025-08-09T13:00,6.6,5.9,188.0
Electronic City,2025-08-09T14:00,7.3,6.4,184.0
Electronic City,2025-08-09T15:00,8.3,7.4,193.0
Electronic City,2025-08-09T16:00,8.3,7.4,213.0
Electronic City,2025-08-09T17:00,9.0,8.2,255.0
Electronic City,2025-08-09T18:00,11.9,11.1,345.0
Electronic City,2025-08-09T19:00,13.6,13.0,457.0
Electronic City,2025-08-09T20:00,13.6,13.1,518.0
Electronic City,2025-08-09T21:00,14.5,14.1,485.0
Electronic City,2025-08-09T22:00,16.2,15.7,403.0
Electronic City,2025-08-09T23:00,16.9,16.3,330.0
Electronic City,2025-08-10T00:00,14.7,14.1,288.0
Electronic City,2025-08-10T01:00,12.9,12.2,257.0
Electronic City,2025-08-10T02:00,12.2,11.3,234.0
Electronic City,2025-08-10T03:00,11.5,10.5,219.0
Electronic City,2025-08-10T04:00,10.4,9.5,213.0
Electronic City,2025-08-10T05:00,9.7,8.7,211.0
Electronic City,2025-08-10T06:00,9.3,8.1,216.0
Electronic City,2025-08-10T07:00,13.7,8.7,225.0
Electronic City,2025-08-10T08:00,14.9,10.0,227.0
Electronic City,2025-08-10T09:00,17.5,10.0,215.0
Electronic City,2025-08-10T10:00,18.9,10.0,196.0
Electronic City,2025-08-10T11:00,19.2,9.9,182.0
Electronic City,2025-08-10T12:00,19.8,10.1,177.0
Electronic City,2025-08-10T13:00,26.3,13.4,176.0
Electronic City,2025-08-10T14:00,21.4,10.7,180.0
Electronic City,2025-08-10T15:00,22.4,11.8,189.0
Electronic City,2025-08-10T16:00,20.4,11.9,203.0
Electronic City,2025-08-10T17:00,17.8,12.8,219.0
Electronic City,2025-08-10T18:00,15.1,11.9,238.0
Electronic City,2025-08-10T19:00,15.4,13.1,260.0
Electronic City,2025-08-10T20:00,15.9,14.0,282.0
Electronic City,2025-08-10T21:00,16.1,14.5,314.0
Electronic City,2025-08-10T22:00,16.9,15.4,346.0
Electronic City,2025-08-10T23:00,15.5,14.3,353.0
Electronic City,2025-08-11T00:00,12.7,11.8,310.0
Electronic City,2025-08-11T01:00,9.4,8.9,241.0
Electronic City,2025-08-11T02:00,6.7,6.5,189.0
Electronic City,2025-08-11T03:00,5.8,5.6,174.0
Electronic City,2025-08-11T04:00,5.5,5.2,176.0
Electronic City,2025-08-11T05:00,5.3,4.9,181.0
Electronic City,2025-08-11T06:00,5.3,4.8,188.0
Electronic City,2025-08-11T07:00,6.9,6.1,197.0
Electronic City,2025-08-11T08:00,9.0,7.0,201.0
Electronic City,2025-08-11T09:00,10.4,8.4,193.0
Electronic City,2025-08-11T10:00,10.8,8.5,178.0
Electronic City,2025-08-11T11:00,9.7,7.2,166.0
Electronic City,2025-08-11T12:00,8.7,6.4,154.0
Electronic City,2025-08-11T13:00,8.1,5.9,145.0
Electronic City,2025-08-11T14:00,8.2,6.0,150.0
Electronic City,2025-08-11T15:00,8.1,5.7,181.0
Electronic City,2025-08-11T16:00,8.1,6.2,227.0
Electronic City,2025-08-11T17:00,9.4,8.0,268.0
Electronic City,2025-08-11T18:00,10.7,9.4,301.0
Electronic City,2025-08-11T19:00,12.4,11.1,329.0
Electronic City,2025-08-11T20:00,13.2,11.8,338.0
Electronic City,2025-08-11T21:00,13.3,12.0,317.0
Electronic City,2025-08-11T22:00,13.1,12.0,276.0
Electronic City,2025-08-11T23:00,12.0,11.1,236.0
Electronic City,2025-08-12T00:00,10.2,9.3,199.0
Electronic City,2025-08-12T01:00,9.3,8.4,163.0
Electronic City,2025-08-12T02:00,9.7,8.6,138.0
Electronic City,2025-08-12T03:00,10.0,8.6,130.0
Electronic City,2025-08-12T04:00,9.8,8.3,134.0
Electronic City,2025-08-12T05:00,9.7,7.9,143.0
Electronic City,2025-08-12T06:00,10.0,8.2,160.0
Electronic City,2025-08-12T07:00,11.6,8.8,183.0
Electronic City,2025-08-12T08:00,11.1,8.5,195.0
Electronic City,2025-08-12T09:00,11.0,7.9,185.0
Electronic City,2025-08-12T10:00,12.7,7.6,164.0
Electronic City,2025-08-12T11:00,13.6,7.8,151.0
Electronic City,2025-08-12T12:00,13.6,7.9,150.0
Electronic City,2025-08-12T13:00,13.7,7.7,156.0
Electronic City,2025-08-12T14:00,15.3,8.4,171.0
Electronic City,2025-08-12T15:00,16.4,9.9,206.0
Electronic City,2025-08-12T16:00,14.3,10.3,249.0
Electronic City,2025-08-12T17:00,13.0,10.2,274.0
Electronic City,2025-08-12T18:00,14.0,11.8,259.0
Electronic City,2025-08-12T19:00,15.4,13.7,225.0
Electronic City,2025-08-12T20:00,14.7,13.4,203.0
Electronic City,2025-08-12T21:00,11.7,11.0,211.0
Electronic City,2025-08-12T22:00,8.9,8.6,232.0
Electronic City,2025-08-12T23:00,6.8,6.7,243.0
Electronic City,2025-08-13T00:00,5.0,4.9,233.0
Electronic City,2025-08-13T01:00,3.9,3.9,214.0
Electronic City,2025-08-13T02:00,3.7,3.6,198.0
Electronic City,2025-08-13T03:00,3.9,3.6,189.0
Electronic City,2025-08-13T04:00,3.9,3.5,183.0
Electronic City,2025-08-13T05:00,4.0,3.7,181.0
Electronic City,2025-08-13T06:00,4.8,4.5,180.0
Electronic City,2025-08-13T07:00,6.8,6.2,180.0
Electronic City,2025-08-13T08:00,8.6,7.6,210.0
Electronic City,2025-08-13T09:00,8.5,7.2,202.0
Electronic City,2025-08-13T10:00,8.5,6.8,182.0
Electronic City,2025-08-13T11:00,9.6,6.9,165.0
Electronic City,2025-08-13T12:00,8.6,6.1,152.0
Electronic City,2025-08-13T13:00,8.1,5.7,142.0
Electronic City,2025-08-13T14:00,8.8,6.0,148.0
Electronic City,2025-08-13T15:00,12.0,9.1,180.0
Electronic City,2025-08-13T16:00,10.1,7.9,227.0
Electronic City,2025-08-13T17:00,9.7,8.4,270.0
Electronic City,2025-08-13T18:00,11.0,9.8,308.0
Electronic City,2025-08-13T19:00,12.6,11.7,341.0
Electronic City,2025-08-13T20:00,12.5,11.7,356.0
Electronic City,2025-08-13T21:00,11.6,11.0,341.0
Electronic City,2025-08-13T22:00,10.3,10.0,307.0
Electronic City,2025-08-13T23:00,8.8,8.6,272.0
Jayanagar,2025-07-10T00:00,8.9,5.8,206.0
Jayanagar,2025-07-10T01:00,10.9,6.0,170.0
Jayanagar,2025-07-10T02:00,10.9,5.8,145.0
Jayanagar,2025-07-10T03:00,11.1,5.7,137.0
Jayanagar,2025-07-10T04:00,10.1,5.2,141.0
Jayanagar,2025-07-10T05:00,4.4,2.9,157.0
Jayanagar,2025-07-10T06:00,4.0,2.8,198.0
Jayanagar,2025-07-10T07:00,6.4,4.1,252.0
Jayanagar,2025-07-10T08:00,7.6,4.4,282.0
Jayanagar,2025-07-10T09:00,6.8,4.2,265.0
Jayanagar,2025-07-10T10:00,8.5,4.7,224.0
Jayanagar,2025-07-10T11:00,10.6,5.2,194.0
Jayanagar,2025-07-10T12:00,14.8,6.3,185.0
Jayanagar,2025-07-10T13:00,30.7,10.0,188.0
Jayanagar,2025-07-10T14:00,17.5,6.7,203.0
Jayanagar,2025-07-10T15:00,20.4,7.4,239.0
Jayanagar,2025-07-10T16:00,15.7,8.2,287.0
Jayanagar,2025-07-10T17:00,21.7,10.6,329.0
Jayanagar,2025-07-10T18:00,17.8,11.1,361.0
Jayanagar,2025-07-10T19:00,17.2,12.3,387.0
Jayanagar,2025-07-10T20:00,16.1,11.8,393.0
Jayanagar,2025-07-10T21:00,14.1,10.3,369.0
Jayanagar,2025-07-10T22:00,13.9,10.2,326.0
Jayanagar,2025-07-10T23:00,13.7,10.0,280.0
Jayanagar,2025-07-11T00:00,13.1,9.3,232.0
Jayanagar,2025-07-11T01:00,12.5,8.5,182.0
Jayanagar,2025-07-11T02:00,11.6,7.7,149.0
Jayanagar,2025-07-11T03:00,10.1,6.7,140.0
Jayanagar,2025-07-11T04:00,8.5,5.8,147.0
Jayanagar,2025-07-11T05:00,7.1,5.1,167.0
Jayanagar,2025-07-11T06:00,6.3,4.7,212.0
Jayanagar,2025-07-11T07:00,6.7,5.2,271.0
Jayanagar,2025-07-11T08:00,8.0,5.8,303.0
Jayanagar,2025-07-11T09:00,11.1,5.9,283.0
Jayanagar,2025-07-11T10:00,14.8,6.8,237.0
Jayanagar,2025-07-11T11:00,15.6,7.3,203.0
Jayanagar,2025-07-11T12:00,15.2,6.9,189.0
Jayanagar,2025-07-11T13:00,16.6,6.9,187.0
Jayanagar,2025-07-11T14:00,18.2,7.2,210.0
Jayanagar,2025-07-11T15:00,18.2,8.4,275.0
Jayanagar,2025-07-11T16:00,17.8,8.9,364.0
Jayanagar,2025-07-11T17:00,13.9,7.0,438.0
Jayanagar,2025-07-11T18:00,12.0,7.8,491.0
Jayanagar,2025-07-11T19:00,10.6,8.1,529.0
Jayanagar,2025-07-11T20:00,10.1,8.4,526.0
Jayanagar,2025-07-11T21:00,8.4,7.5,453.0
Jayanagar,2025-07-11T22:00,7.4,7.0,339.0
Jayanagar,2025-07-11T23:00,6.5,6.2,246.0
Jayanagar,2025-07-12T00:00,5.3,4.8,198.0
Jayanagar,2025-07-12T01:00,4.8,4.1,170.0
Jayanagar,2025-07-12T02:00,4.6,3.7,154.0
Jayanagar,2025-07-12T03:00,4.7,3.5,144.0
Jayanagar,2025-07-12T04:00,4.7,3.4,145.0
Jayanagar,2025-07-12T05:00,4.2,3.6,162.0
Jayanagar,2025-07-12T06:00,5.0,4.1,211.0
Jayanagar,2025-07-12T07:00,5.9,5.2,276.0
Jayanagar,2025-07-12T08:00,6.9,6.4,311.0
Jayanagar,2025-07-12T09:00,6.7,6.2,287.0
Jayanagar,2025-07-12T10:00,6.6,6.3,234.0
Jayanagar,2025-07-12T11:00,6.1,5.9,197.0
Jayanagar,2025-07-12T12:00,5.9,5.6,194.0
Jayanagar,2025-07-12T13:00,6.0,5.3,207.0
Jayanagar,2025-07-12T14:00,7.0,5.6,226.0
Jayanagar,2025-07-12T15:00,8.0,5.4,246.0
Jayanagar,2025-07-12T16:00,9.9,5.6,271.0
Jayanagar,2025-07-12T17:00,9.5,5.6,304.0
